Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Stein, J.C., Yu, Y., Copetti, D., Zwickl, D.J., Zhang, L., Zhang, C., Chougule, K., Gao, D., Iwata, A., Goicoechea, J.L., Wei, S., Wang, J., Liao, Y., Wang, M., Jacquemin, J., Becker, C., Kudrna, D., Zhang, J., Londono, C.E.M., Song, X., Lee, S., Sanchez, P., Zuccolo, A., Ammiraju, J.S.S., Talag, J., Danowitz, A., Rivera, L.F., Gschwend, A.R., Noutsos, C., Wu, C.-C., Kao, S.-M., Zeng, J.-W., Wei, F.-J., Zhao, Q., Feng, Q., El Baidouri, M., Carpentier, M.-C., Lasserre, E., Cooke, R., Rosa Farias, D.D., Da Maia, L.C., Dos Santos, R.S., Nyberg, K.G., McNally, K.L., Mauleon, R., Alexandrov, N., Schmutz, J., Flowers, D., Fan, C., Weigel, D., Jena, K.K., Wicker, T., Chen, M., Han, B., Henry, R., Hsing, Y.-I.C., Kurata, N., De Oliveira, A.C., Panaud, O., Jackson, S.A., Machado, C.A., Sanderson, M.J., Long, M., Ware, D., Wing, R.A.","7402750232; 8902443500; 35409052200; 6505778504; 57196129507; 55703917300; 57190347248; 7202963678; 49661581000; 6603935694; 35313250600; 55981090100; 55641678700; 56282846700; 35272208200; 7402823188; 6602166932; 53364835200; 57200313588; 36605355600; 55716418100; 39561529000; 11339149800; 6507303721; 10241933300; 57190953492; 57198072313; 36559498300; 14024789300; 56132703100; 57200320556; 57200319572; 21740284300; 56612595300; 56700490200; 37064288800; 55826430900; 6602286464; 7402645518; 57200319708; 24544477400; 36460877100; 55266686100; 7005769581; 23477379800; 57195959092; 56549573500; 57198266661; 7402656994; 57196543824; 6602687453; 6602100049; 55983249700; 56253342900; 7401911430; 7004524726; 35464516700; 7202298272; 6701791518; 26321619800; 35965552400; 7202315597; 7203020034; 57206369615; 7103122467","Genomes of 13 domesticated and wild rice relatives highlight genetic conservation, turnover and innovation across the genus Oryza",2018,"Nature Genetics",50,"2",,285,296,,283,10.1038/s41588-018-0040-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040791254&partnerID=40&md5=e94e45f53d0b17f70135becc331c7490",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85040791254
"Borges, F., Parent, J.-S., Van Ex, F., Wolff, P., Martínez, G., Köhler, C., Martienssen, R.A.","25925729100; 24279115600; 29967510800; 46062643300; 55363458700; 7202651480; 7007149382","Transposon-derived small RNAs triggered by miR845 mediate genome dosage response in Arabidopsis",2018,"Nature Genetics",50,"2",,186,192,,90,10.1038/s41588-017-0032-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040683893&partnerID=40&md5=b0ccae4b4650e81318de93254849d95d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85040683893
"Martin, P.-M., Stanley, R.E., Ross, A.P., Freitas, A.E., Moyer, C.E., Brumback, A.C., Iafrati, J., Stapornwongkul, K.S., Dominguez, S., Kivimäe, S., Mulligan, K.A., Pirooznia, M., McCombie, W.R., Potash, J.B., Zandi, P.P., Purcell, S.M., Sanders, S.J., Zuo, Y., Sohal, V.S., Cheyette, B.N.R.","55474877400; 57205315712; 57220881360; 57191585177; 55221695700; 6506691637; 55758583600; 57189972276; 57191583176; 14421283100; 55364036700; 16053153300; 7003295780; 57204789386; 6701475820; 56425536500; 36119091700; 35231935300; 6602195291; 6507144263","DIXDC1 contributes to psychiatric susceptibility by regulating dendritic spine and glutamatergic synapse density via GSK3 and Wnt/β-catenin signaling",2018,"Molecular Psychiatry",23,"2",,467,475,,36,10.1038/mp.2016.184,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84991662103&partnerID=40&md5=7994e49620cf12393504096f5987d131",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84991662103
"Kalish, B.T., Cheadle, L., Hrvatin, S., Nagy, M.A., Rivera, S., Crow, M., Gillis, J., Kirchner, R., Greenberg, M.E.","56014197800; 36774207400; 16042529500; 57214141397; 57200415606; 55588675900; 35578536500; 56313178900; 57203494001","Single-cell transcriptomics of the developing lateral geniculate nucleus reveals insights into circuit assembly and refinement",2018,"Proceedings of the National Academy of Sciences of the United States of America",115,"5",,E1051,E1060,,44,10.1073/pnas.1717871115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041199110&partnerID=40&md5=bbfeaad7ee366b09f5c583af952080f3",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85041199110
"Kumar, V., Rosenbaum, J., Wang, Z., Forcier, T., Ronemus, M., Wigler, M., Levy, D.","56318877000; 55199622400; 55200168500; 33467449200; 8046193900; 7005241418; 57200906097","Partial bisulfite conversion for unique template sequencing",2018,"Nucleic Acids Research",46,"2", e10,,,,5,10.1093/nar/gkx1054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044643438&partnerID=40&md5=6b6d9300878cca3ef0ac2cc2f53cfeae",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85044643438
"Allegra, N., Bamieh, B., Mitra, P., Sire, C.","56050885100; 7004241264; 56775700000; 7003883309","Phase transitions in distributed control systems with multiplicative noise",2018,"Journal of Statistical Mechanics: Theory and Experiment",2018,"1", 013405,,,,,10.1088/1742-5468/aa9bb3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041427017&partnerID=40&md5=be39c1b798f4f4f38802e98562833953",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85041427017
"Goncalves, M.D., Hwang, S.-K., Pauli, C., Murphy, C.J., Cheng, Z., Hopkins, B.D., Wu, D., Loughran, R.M., Emerling, B.M., Zhang, G., Fearon, D.T., Cantley, L.C.","30067648200; 57200328946; 54389861600; 57195316454; 57092942000; 7103111631; 57348264700; 57200329624; 36961880600; 55739026600; 7006031472; 35394495300","Fenofibrate prevents skeletal muscle loss in mice with lung cancer",2018,"Proceedings of the National Academy of Sciences of the United States of America",115,"4",,E743,E752,,66,10.1073/pnas.1714703115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040866420&partnerID=40&md5=f75ce4c49221862753fb9bff117bfc43",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85040866420
"Utama, R., Piekarewicz, J.","57078879600; 7003525258","Validating neural-network refinements of nuclear mass models",2018,"Physical Review C",97,"1", 014306,,,,33,10.1103/PhysRevC.97.014306,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040924191&partnerID=40&md5=5daaf1c77597ae5cd7925e066269b8ba",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85040924191
"Alexander, J., Kendall, J., McIndoo, J., Rodgers, L., Aboukhalil, R., Levy, D., Stepansky, A., Sun, G., Chobardjiev, L., Riggs, M., Cox, H., Hakker, I., Nowak, D.G., Laze, J., Llukani, E., Srivastava, A., Gruschow, S., Yadav, S.S., Robinson, B., Atwal, G., Trotman, L.C., Lepor, H., Hicks, J., Wigler, M., Krasnitz, A.","7404459699; 16241554800; 6505885248; 7004479055; 37090388000; 57200906097; 6506378860; 55772073500; 57200281410; 7005043755; 57198236452; 6504722933; 36805404100; 24402924600; 50461860300; 57189759898; 57078743300; 56041048100; 23135961000; 6602332374; 6603486818; 35596249700; 57210551595; 7005241418; 7003460476","Utility of single-cell genomics in diagnostic evaluation of prostate cancer",2018,"Cancer Research",78,"2",,348,358,,21,10.1158/0008-5472.CAN-17-1138,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040606205&partnerID=40&md5=ddd0b74636e6f54858391322141c8ce7",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85040606205
"Jiao, Y., Burow, G., Gladman, N., Acosta-Martinez, V., Chen, J., Burke, J., Ware, D., Xin, Z.","36652729500; 6603905060; 26026323300; 6602242130; 57201262951; 7402916270; 57206369615; 7101911804","Efficient identification of causal mutations through sequencing of bulked F2 from two allelic bloomless mutants of sorghumbicolor",2018,"Frontiers in Plant Science",8,"", 2267,,,,29,10.3389/fpls.2017.02267,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041346347&partnerID=40&md5=33c108f0d009578143c088b0d9624662",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85041346347
"Pang, A., Carbini, M., Moreira, A.L., Maki, R.G.","55649387400; 57193088190; 7201368923; 7101997786","Carcinosarcomas and related cancers: Tumors caught in the act of epithelial-mesenchymal transition",2018,"Journal of Clinical Oncology",36,"2",,210,216,,50,10.1200/JCO.2017.74.9523,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040630797&partnerID=40&md5=7d0cfb15b46d8a69f485726fb80235d7",Review,Final,"",Scopus,2-s2.0-85040630797
"Ravi, V., Khan, J.A., Maki, R.G.","35196711300; 57211699647; 7101997786","Pathologic angiogenesis of malignant vascular sarcomas: Implications for treatment",2018,"Journal of Clinical Oncology",36,"2",,194,201,,35,10.1200/JCO.2017.74.9812,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040562749&partnerID=40&md5=be2253f9354ed309104042cad1ce94a4",Review,Final,"",Scopus,2-s2.0-85040562749
"Xu, Y., Milazzo, J.P., Somerville, T.D.D., Tarumoto, Y., Huang, Y.-H., Ostrander, E.L., Wilkinson, J.E., Challen, G.A., Vakoc, C.R.","56401297100; 56681933700; 54080253500; 54958055700; 57190393508; 56490169600; 7103230055; 6507224700; 8685299800","A TFIID-SAGA Perturbation that Targets MYB and Suppresses Acute Myeloid Leukemia",2018,"Cancer Cell",33,"1",,13,28.e8,,45,10.1016/j.ccell.2017.12.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044774165&partnerID=40&md5=933f20664f1af209299b4ab52ac12462",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85044774165
"Lee, Y.-C., Bååth, J.A., Bastle, R.M., Bhattacharjee, S., Cantoria, M.J., Dornan, M., Gamero-Estevez, E., Ford, L., Halova, L., Kernan, J., Kürten, C., Li, S., Martinez, J., Sachan, N., Sarr, M., Shan, X., Subramanian, N., Rivera, K., Pappin, D., Lin, S.-H.","53363911100; 57511702900; 55989951400; 55884939000; 53880968900; 57990522800; 56520133800; 57200207171; 55005975100; 57216025433; 56646339200; 55850928300; 58276841300; 55781668100; 57220498508; 57200206532; 56708195700; 36157150700; 7003371236; 7407608684","Impact of Detergents on Membrane Protein Complex Isolation",2018,"Journal of Proteome Research",17,"1",,348,358,,22,10.1021/acs.jproteome.7b00599,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040173548&partnerID=40&md5=98eb429f3665337b76e4f03a928ba4ca",Article,Final,"",Scopus,2-s2.0-85040173548
"Sachan, N., Miller, M., Shirole, N.H., Senturk, S., Corbo, V., Kinney, J.B., Sordella, R.","55781668100; 57191904978; 54080258300; 12545373100; 57216625685; 18536233900; 6507433592","Inducible CRISPR-based Genome Editing for the Characterization of Cancer Genes",2018,"Genome Editing and Engineering: From TALENs, ZFNs and CRISPRs to Molecular Surgery",,"",,337,357,,,10.1017/9781316756300.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85139609004&partnerID=40&md5=0e006683dc07564280f583d79bedb918",Book Chapter,Final,"",Scopus,2-s2.0-85139609004
"Leshan, R.","57211133119","A conversation with Yang Dan",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,243,245,,,10.1101/sqb.2018.83.037564,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072059167&partnerID=40&md5=a0ac9bd86a955258ac902371506b7ace",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85072059167
"Leshan, R.","57211133119","A conversation with Kay Tye",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,287,289,,,10.1101/sqb.2018.83.037697,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072057933&partnerID=40&md5=ff85b96a9ee9732f5b0a26ff468313f3",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85072057933
"Witkowski, J.","57211361782","A conversation with Huda Zoghbi",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,293,295,,,10.1101/sqb.2018.83.037721,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072056290&partnerID=40&md5=c0e8cd2e76fde83cca7c7ff1feaeafae",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85072056290
"Leshan, R.","57211133119","A conversation with P. Read Montague",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,268,271,,,10.1101/sqb.2018.83.037671,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072052831&partnerID=40&md5=23b09211db682bcb78974dfbfb0b3dad",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85072052831
"Witkowski, J.","57211361782","A conversation with Michael Platt",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,272,274,,,10.1101/sqb.2018.83.037473,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072051282&partnerID=40&md5=44401aba7692b3b1e80e0f44dc548a94",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85072051282
"Witkowski, J.","57211361782","A conversation with Daniela Schiller",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,275,276,,,10.1101/sqb.2018.83.037606,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072049261&partnerID=40&md5=7162969dbab9d60bf8de0c6dfab9bdf1",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85072049261
"Leshan, R.","57211133119","A conversation with Paul Glimcher",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,249,251,,,10.1101/sqb.2018.83.037317,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072044125&partnerID=40&md5=31071e17c2e9c24103f00d6fae939d64",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85072044125
"Witkowski, J.","57211361782","A conversation with Joshua A. Gordon",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,255,257,,,10.1101/sqb.2018.83.037291,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072035003&partnerID=40&md5=0c24af948eea04ff0dabe4a91e58a782",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85072035003
"Leshan, R.","57211133119","A conversation with Edward Boyden",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,239,242,,,10.1101/sqb.2018.83.037325,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072032214&partnerID=40&md5=5284ed1a6b023f66d5a3d5d42be74a35",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85072032214
"Witkowski, J.","57211361782","A conversation with Michel Goedert",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,252,254,,,10.1101/sqb.2018.83.037358,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072014193&partnerID=40&md5=8bd30da9b3289679c8d40b72658f5f26",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85072014193
"Kepecs, A.","6603111953","Summary: Order and disorder in brains and behavior",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,219,225,,,10.1101/sqb.2018.83.038885,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071999426&partnerID=40&md5=79d2b5afed105ab4f67ad5167598c742",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85071999426
"Ott, T., Masset, P., Kepecs, A.","55829975300; 57194701287; 6603111953","The neurobiology of confidence: From beliefs to neurons",2018,"Cold Spring Harbor Symposia on Quantitative Biology",83,"",,9,16,,9,10.1101/sqb.2018.83.038794,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071997326&partnerID=40&md5=5ee5ac0fde5a4718ad067b52c09f7650",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85071997326
"Belkin, M., Hsu, D., Mitra, P.P.","57205523518; 57189597817; 56775700000","Overfitting or perfect fitting? Risk bounds for classification and regression rules that interpolate",2018,"Advances in Neural Information Processing Systems",2018-December,"",,2300,2311,,105,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064840833&partnerID=40&md5=c2c0dadc5bd0292755c975caf0e13a8a",Conference Paper,Final,"",Scopus,2-s2.0-85064840833
"Jensen-Vargas, E., Marizzi, C.","57207958470; 57203023375","DNA barcoding for identification of consumer-relevant fungi sold in New York: A powerful tool for citizen scientists?",2018,"Foods",7,"6", 87,,,,8,10.3390/foods7060087,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063403861&partnerID=40&md5=13649643e19ac4a77dc5bae103d105b9",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85063403861
"Maki, R.G.","7101997786","Evaluation and management of sarcomas",2018,"Cancer Rehabilitation: Principles and Practice, Second Edition",,"",,374,383,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061947898&partnerID=40&md5=115c9a8f764250589bfeee1f8ae1af5c",Book Chapter,Final,"",Scopus,2-s2.0-85061947898
"Luna, E., Van Eck, L., Campillo, T., Weinroth, M., Metcalf, J., Perez-Quintero, A.L., Botha, A.-M., Thannhauser, T.W., Pappin, D., Tisserat, N.A., Lapitan, N.L.V., Argueso, C.T., Ode, P.J., Heck, M.L., Leach, J.E.","55893552300; 37038561700; 57221590971; 57196083491; 16833802800; 36483249100; 7007035600; 6603622309; 7003371236; 6602645970; 7003926190; 14064567000; 7003703847; 57194590640; 57193414945","Bacteria associated with Russian wheat aphid (Diuraphis noxia) enhance aphid virulence to wheat",2018,"Phytobiomes Journal",2,"3",,151,164,,14,10.1094/PBIOMES-06-18-0027-R,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061790176&partnerID=40&md5=7063ffb3230ca82f9ba413ccfef39cc0",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85061790176
"Biederstedt, E., Oliver, J.C., Hansen, N.F., Jajoo, A., Dunn, N., Olson, A., Busby, B., Dilthey, A.T.","57205312546; 7401628635; 7201389828; 57205310289; 7007150043; 12776634800; 57188949069; 36631690600","NovoGraph: Human genome graph construction from multiple long-read de novo assemblies",2018,"F1000Research",7,"", 1391,,,,9,10.12688/f1000research.15895.2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059654532&partnerID=40&md5=009b330c0fbed021db1bdf7cd58f43fe",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85059654532
"Melnikov, S.V., Manakongtreecheep, K., Rivera, K.D., Makarenko, A., Pappin, D.J., Söll, D.","57204300511; 57191889719; 36157150700; 57202790980; 7003371236; 35562081300","Muller’s Ratchet and ribosome degeneration in the obligate intracellular parasites Microsporidia",2018,"International Journal of Molecular Sciences",19,"12", 4125,,,,15,10.3390/ijms19124125,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058918055&partnerID=40&md5=14d098fca50e863d224e919835d95f61",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85058918055
"Harper, L., Campbell, J., Cannon, E.K.S., Jung, S., Poelchau, M., Walls, R., Andorf, C., Arnaud, E., Berardini, T.Z., Birkett, C., Cannon, S., Carson, J., Condon, B., Cooper, L., Dunn, N., Elsik, C.G., Farmer, A., Ficklin, S.P., Grant, D., Grau, E., Herndon, N., Hu, Z.-L., Humann, J., Jaiswal, P., Jonquet, C., Laporte, M.-A., Larmande, P., Lazo, G., McCarthy, F., Menda, N., Mungall, C.J., Munoz-Torres, M.C., Naithani, S., Nelson, R., Nesdill, D., Park, C., Reecy, J., Reiser, L., Sanderson, L.-A., Sen, T.Z., Staton, M., Subramaniam, S., Tello-Ruiz, M.K., Unda, V., Unni, D., Wang, L., Ware, D., Wegrzyn, J., Williams, J., Woodhouse, M., Yu, J., Main, D.","7006447321; 57069363700; 8873872600; 57203643282; 6504248224; 8560968300; 8843296600; 51863363000; 6602260128; 57190172917; 26643308900; 7201381706; 25958988700; 15059956400; 7007150043; 6602625086; 34769861100; 57204411385; 57214085902; 57204800553; 35195939900; 24075630100; 10640670000; 6701448626; 12039844300; 55227815500; 8767534400; 6603027408; 8349997500; 7801570874; 6602880619; 21934921800; 6701848773; 57203792661; 36675523700; 55658459900; 6601988911; 6701412452; 55317380100; 7006797407; 8677563700; 57225766875; 22837106700; 57204811798; 57190048721; 55721500200; 57206369615; 16320128900; 57213046586; 12766256900; 55682143700; 56876757900","AgBioData consortium recommendations for sustainable genomics and genetics databases for agriculture",2018,"Database",2018,"2018",,,,,39,10.1093/database/bay088,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057262680&partnerID=40&md5=d296154dfd076a76455c0bcc52346958",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85057262680
"Hwang, D.-W., Jaganathan, A., Shrestha, P., Jin, Y., El-Amine, N., Wang, S.H., Hammell, M., Mills, A.A.","26646538900; 36096638300; 57204765254; 57219810833; 57197824792; 57204532545; 36840550700; 7202863188","Chromatin-mediated translational control is essential for neural cell fate specification",2018,"Life Science Alliance",1,"4", e201700016,,,,5,10.26508/lsa.201700016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057012260&partnerID=40&md5=400f07ab0cdbc00ba0b5a36fa5fabe8f",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85057012260
